Tname tGapStart tGapSize Samples
OsjChr1 41259195 3090 YB1;
OsjChr1 41289943 49 YB4;
OsjChr1 41316879 6 YB6;
OsjChr1 41316879 8 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr1 41353454 38 YB6;
OsjChr1 41368587 12 YB8;
OsjChr1 41373294 196 YB5;
OsjChr1 41395849 122 YB5;
OsjChr1 41402092 247 YB3;
OsjChr1 41402200 248 YB8;
OsjChr1 41448361 114 YB2;
OsjChr1 41469355 24 YB4;
OsjChr1 41479334 114 YB2;
OsjChr1 41519531 208 YB8;
OsjChr1 4158095 32 YB5;
OsjChr1 4158097 30 YB7;YB8;
OsjChr1 41583296 195 YB8;
OsjChr1 41587089 15 YB7;
OsjChr1 41605523 1743 YB7;YB8;
OsjChr1 41617130 130 YB7;
OsjChr1 41618276 15 YB6;
OsjChr1 4166695 29 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 41682684 96 YB2;
OsjChr1 41713600 21 YB3;
OsjChr1 4174137 276 YB8;
OsjChr1 41742227 114 YB5;
OsjChr1 41847859 93 YB3;
OsjChr1 41850111 6 YB1;
OsjChr1 41851781 329 YB8;
OsjChr1 41869982 139 YB5;
OsjChr1 41869982 141 YB4;
OsjChr1 41902142 27 YB6;
OsjChr1 41918776 16 YB4;
OsjChr1 41932771 189 YB3;
OsjChr1 41979511 14 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr1 41988345 40 YB4;
OsjChr1 420296 58 YB7;
OsjChr1 42055444 79 YB2;
OsjChr1 42073599 26 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42123722 118 YB7;
OsjChr1 42129594 36 YB3;YB7;YB8;
OsjChr1 42159171 5 YB6;
OsjChr1 42159198 890 YB6;
OsjChr1 4216164 203 YB6;
OsjChr1 42198636 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42210574 5 YB6;
OsjChr1 42217261 20 YB6;YB8;
OsjChr1 42297363 141 YB4;
OsjChr1 42311623 108 YB6;
OsjChr1 42324462 18 YB3;YB4;YB6;YB7;YB8;
OsjChr1 42335887 26 YB2;YB3;YB6;YB7;YB8;
OsjChr1 42346651 346 YB8;
OsjChr1 42355252 1014 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42359509 17 YB3;
OsjChr1 42361522 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42460099 17 YB2;YB5;YB8;
OsjChr1 42464724 1001 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42465754 501 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42475860 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42487666 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42488255 221 YB8;
OsjChr1 42492699 56 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42522156 2045 YB3;YB4;YB5;YB8;
OsjChr1 42530738 352 YB8;
OsjChr1 42539951 8 YB2;YB7;
OsjChr1 42559529 222 YB1;
OsjChr1 42636583 56 YB5;
OsjChr1 42638984 12 YB3;
OsjChr1 42639006 32 YB3;
OsjChr1 42642985 256 YB4;
OsjChr1 42698862 56 YB7;
OsjChr1 42712872 44 YB6;
OsjChr1 42714058 83 YB8;
OsjChr1 42729835 415 YB4;
OsjChr1 42741803 184 YB6;
OsjChr1 42743807 9 YB3;
OsjChr1 42743811 6 YB7;
OsjChr1 42757080 12 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr1 42780559 7 YB4;YB7;YB8;
OsjChr1 42780572 8 YB4;YB7;YB8;
OsjChr1 42780627 6 YB4;YB7;YB8;
OsjChr1 42798351 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42818764 27 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42842048 42 YB8;
OsjChr1 42904146 13 YB5;
OsjChr1 42908606 228 YB1;
OsjChr1 42909450 570 YB6;
OsjChr1 42912364 14 YB4;YB8;
OsjChr1 42912683 5 YB5;
OsjChr1 42924490 36 YB4;
OsjChr1 42924494 32 YB3;
OsjChr1 42924496 30 YB8;
OsjChr1 42924520 6 YB5;YB7;
OsjChr1 42925654 12 YB5;
OsjChr1 42925662 92 YB4;
OsjChr1 42925698 56 YB3;
OsjChr1 42925734 20 YB5;YB6;
OsjChr1 42926975 353 YB7;
OsjChr1 42926976 355 YB5;
OsjChr1 42927232 96 YB6;
OsjChr1 42930899 13 YB4;YB6;
OsjChr1 42935980 72 YB1;
OsjChr1 42942928 353 YB3;
OsjChr1 42943525 14 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42948295 15 YB2;YB2;YB3;YB4;YB6;YB8;
OsjChr1 42953383 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42958661 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 42962619 466 YB3;
OsjChr1 42985073 22 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr1 42985297 9 YB2;YB3;YB4;YB7;YB8;
OsjChr1 42985395 17 YB2;YB3;YB4;YB7;YB8;
OsjChr1 42985468 16 YB2;YB3;YB4;YB7;YB8;
OsjChr1 42986166 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 43011409 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 43014496 14 YB5;
OsjChr1 43014499 5 YB2;YB3;YB4;YB6;YB7;
OsjChr1 43015447 28 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 43019821 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 43044359 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 43126221 35 YB2;
OsjChr1 43171005 21 YB4;
OsjChr1 43171038 21 YB4;
OsjChr1 43199778 88 YB2;
OsjChr1 43202228 98 YB2;YB6;
OsjChr1 43224323 52 YB5;
OsjChr1 43224323 54 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr1 43238396 102 YB4;
OsjChr1 4329169 91 YB4;
OsjChr1 4332933 255 YB5;YB6;
OsjChr1 4338482 176 YB8;
OsjChr1 4338669 62 YB8;
OsjChr1 4351756 13 YB1;
OsjChr1 4369166 29 YB4;
OsjChr1 4409920 72 YB7;
OsjChr1 4410012 180 YB7;
OsjChr1 4432338 60 YB7;
OsjChr1 4449983 56 YB4;
OsjChr1 4465718 21 YB1;
OsjChr1 4491188 53 YB6;
OsjChr1 4526696 7 YB2;
OsjChr1 4529018 437 YB4;
OsjChr1 4570979 18 YB4;
OsjChr1 4597911 90 YB3;YB3;YB5;YB6;YB7;
OsjChr1 4618016 7 YB2;YB3;YB7;YB8;
OsjChr1 4638105 10 YB2;YB4;YB5;YB6;
OsjChr1 4650176 92 YB4;
OsjChr1 4652995 6 YB2;YB3;YB6;YB7;YB8;
OsjChr1 4663636 56 YB7;
OsjChr1 4663696 390 YB7;
OsjChr1 4691524 21 YB8;
OsjChr1 4712497 11 YB4;
OsjChr1 4712537 43 YB4;
OsjChr1 4750273 84 YB8;
OsjChr1 4759818 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 4765726 11 YB5;
OsjChr1 4782748 5 YB2;YB2;YB3;YB4;YB4;YB5;YB7;YB7;YB8;
OsjChr1 4789661 51 YB3;
OsjChr1 4797265 9 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr1 4800220 125 YB7;
OsjChr1 4800302 48 YB5;
OsjChr1 4814120 263 YB2;YB6;YB8;
OsjChr1 4815730 348 YB2;
OsjChr1 4815731 361 YB3;
OsjChr1 4816005 47 YB4;
OsjChr1 484140 78 YB8;
OsjChr1 4854166 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 4873947 5 YB2;YB4;YB6;
OsjChr1 4886137 182 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 4886943 8 YB2;YB2;YB3;YB4;YB5;YB7;
OsjChr1 4897401 215 YB4;
OsjChr1 4898429 20 YB8;
OsjChr1 4899337 355 YB1;
OsjChr1 4904353 17 YB3;
OsjChr1 4929702 5 YB5;
OsjChr1 4944919 6 YB7;
OsjChr1 4946123 23 YB3;YB6;YB7;YB8;
OsjChr1 4949692 20 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr1 4950008 457 YB3;
OsjChr1 4950303 162 YB6;
OsjChr1 4956456 50 YB2;YB3;YB4;YB5;YB7;
OsjChr1 4959740 34 YB7;YB8;
OsjChr1 4961291 11 YB2;YB3;YB5;YB7;YB8;
OsjChr1 4964684 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 4967484 9 YB6;
OsjChr1 4976259 16 YB7;
OsjChr1 4980245 6 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr1 4981763 34 YB8;
OsjChr1 4981774 34 YB2;YB4;YB6;YB7;
OsjChr1 4985205 87 YB3;YB8;
OsjChr1 4990087 6 YB3;YB4;YB6;
OsjChr1 4994526 15 YB6;YB8;
OsjChr1 5054579 43 YB6;
OsjChr1 5054601 21 YB3;
OsjChr1 5056990 6 YB7;
OsjChr1 5079970 1481 YB5;
OsjChr1 5149917 278 YB3;
OsjChr1 5172386 169 YB4;YB8;
OsjChr1 5172577 48 YB4;YB8;
OsjChr1 5203060 59 YB4;
OsjChr1 5213512 331 YB5;
OsjChr1 5213512 375 YB6;
OsjChr1 522571 45 YB3;
OsjChr1 5233703 21 YB1;YB7;
OsjChr1 5233716 21 YB3;
OsjChr1 5233816 21 YB1;
OsjChr1 5234091 11 YB5;
OsjChr1 5252550 381 YB3;YB8;
OsjChr1 5252551 380 YB2;
OsjChr1 5261733 288 YB6;
OsjChr1 528977 86 YB5;
OsjChr1 528994 72 YB3;
OsjChr1 529023 40 YB6;YB7;
OsjChr1 5336747 35 YB6;
OsjChr1 5336757 29 YB4;
OsjChr1 5338087 19 YB2;
OsjChr1 5397764 21 YB3;
OsjChr1 5398481 10 YB8;
OsjChr1 5410284 235 YB8;
OsjChr1 5416384 305 YB3;
OsjChr1 5445000 346 YB8;
OsjChr1 5451667 184 YB6;
OsjChr1 5459289 6 YB1;
OsjChr1 5460957 20 YB1;
OsjChr1 5461115 15 YB1;
OsjChr1 549197 373 YB3;
OsjChr1 553195 5 YB4;
OsjChr1 5545923 123 YB4;
OsjChr1 5547549 12 YB5;
OsjChr1 5565026 224 YB1;YB8;
OsjChr1 5574975 6 YB1;
OsjChr1 5640815 40 YB2;
OsjChr1 5706832 3647 YB2;YB3;YB4;YB6;YB7;
OsjChr1 571703 70 YB3;
OsjChr1 5740142 5 YB1;
OsjChr1 5753782 57 YB5;
OsjChr1 5755654 13 YB6;
OsjChr1 5758947 90 YB6;
OsjChr1 5764207 425 YB4;
OsjChr1 577659 30 YB3;
OsjChr1 5781138 34 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 5792273 110 YB6;
OsjChr1 5796989 430 YB5;
OsjChr1 5797815 356 YB5;
OsjChr1 5818629 151 YB8;
OsjChr1 5827826 2471 YB7;
OsjChr1 5830455 254 YB7;
OsjChr1 5838881 318 YB4;
OsjChr1 5872252 94 YB2;
OsjChr1 5884725 5 YB1;
OsjChr1 5905820 19 YB2;YB7;
OsjChr1 5907889 38 YB5;
OsjChr1 5939390 20 YB4;
OsjChr1 5945564 5 YB3;
OsjChr1 595056 197 YB6;
OsjChr1 5993223 72 YB5;
OsjChr1 6058413 284 YB2;
OsjChr1 6081636 326 YB3;
OsjChr1 6085974 120 YB6;
OsjChr1 6126407 257 YB4;
OsjChr1 6128806 8 YB1;
OsjChr1 613354 12 YB2;YB4;YB5;YB7;
OsjChr1 6157003 20 YB2;YB4;YB7;
OsjChr1 6157003 26 YB8;
OsjChr1 618611 5 YB1;
OsjChr1 6220929 10 YB2;YB5;YB6;YB7;
OsjChr1 6220929 12 YB3;
OsjChr1 6226672 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6278851 465 YB5;
OsjChr1 6295804 48 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6304415 5 YB8;
OsjChr1 6326242 171 YB7;
OsjChr1 6375283 10 YB2;YB7;
OsjChr1 6408994 5 YB3;YB4;
OsjChr1 6413718 14 YB1;
OsjChr1 6416381 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6427872 126 YB4;
OsjChr1 6467691 62 YB4;
OsjChr1 6476606 206 YB7;
OsjChr1 6482423 40 YB2;
OsjChr1 6483876 46 YB2;
OsjChr1 6485544 7 YB2;YB5;YB6;
OsjChr1 6507093 303 YB8;
OsjChr1 6517779 26 YB2;YB5;YB7;YB8;
OsjChr1 6517779 28 YB6;
OsjChr1 6529028 125 YB6;
OsjChr1 65687 114 YB7;
OsjChr1 6577019 9 YB5;YB8;
OsjChr1 6583769 16 YB8;
OsjChr1 6598127 64 YB4;
OsjChr1 6630248 319 YB1;
OsjChr1 6640788 24 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6647567 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6689422 52 YB3;YB5;YB6;YB7;YB8;
OsjChr1 6694417 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 6698602 49 YB3;YB4;YB6;
OsjChr1 6717819 110 YB3;
OsjChr1 6760330 24 YB5;YB6;
OsjChr1 6769993 144 YB4;
OsjChr1 6770394 14 YB2;
OsjChr1 6771218 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 679103 72 YB1;YB2;YB8;
OsjChr1 6810399 37 YB8;
OsjChr1 6810401 35 YB5;
OsjChr1 6810403 33 YB3;
OsjChr1 6810409 27 YB7;
OsjChr1 6810413 23 YB4;
OsjChr1 6814140 27 YB2;
OsjChr1 6819089 41 YB2;YB3;YB4;YB6;YB8;
OsjChr1 6853082 55 YB1;
OsjChr1 6868635 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 688207 8 YB2;
OsjChr1 6944038 122 YB2;
OsjChr1 6988986 123 YB5;
OsjChr1 6990082 90 YB1;YB4;
OsjChr1 700386 21 YB1;YB6;YB7;
OsjChr1 701569 60 YB3;YB4;YB5;YB7;YB8;
OsjChr1 702454 8 YB3;YB7;
OsjChr1 7035954 173 YB6;
OsjChr1 7037767 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 7048438 170 YB8;
OsjChr1 7052756 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 705747 48 YB8;
OsjChr1 7057649 22 YB2;YB4;YB5;YB7;YB8;
OsjChr1 7057815 130 YB4;
OsjChr1 7057925 28 YB2;YB3;YB5;YB6;YB7;
OsjChr1 7059135 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 7059376 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 7061530 229 YB7;
OsjChr1 707214 48 YB8;
OsjChr1 7092072 115 YB5;
OsjChr1 7098399 81 YB3;
OsjChr1 710547 8 YB7;
OsjChr1 7149160 5 YB4;YB5;YB6;YB7;
OsjChr1 7157791 114 YB3;
OsjChr1 719398 310 YB5;YB6;
OsjChr1 719398 311 YB1;YB8;
OsjChr1 719720 72 YB6;YB7;
OsjChr1 7209583 54 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 7235339 65 YB4;
OsjChr1 7241793 50 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 7264188 46 YB5;
OsjChr1 7278900 33 YB6;
OsjChr1 7302435 441 YB5;
OsjChr1 7303389 99 YB1;
OsjChr1 7313540 171 YB7;
OsjChr1 7313540 31 YB4;
OsjChr1 7357327 64 YB5;
OsjChr1 7384867 401 YB2;
OsjChr1 7446746 6 YB3;
OsjChr1 7446781 7 YB4;
OsjChr1 7446783 5 YB2;YB6;
OsjChr1 7472077 397 YB3;
OsjChr1 7534084 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 755014 8 YB1;
OsjChr1 7575723 269 YB8;
OsjChr1 7599300 210 YB3;YB8;
OsjChr1 7601110 689 YB7;
OsjChr1 7649667 174 YB5;
OsjChr1 7656170 272 YB4;
OsjChr1 7675852 9 YB8;
OsjChr1 7712880 111 YB2;
OsjChr1 7712880 477 YB4;
OsjChr1 7740465 119 YB5;
OsjChr1 7771632 9 YB2;
OsjChr1 7775432 7 YB8;
OsjChr1 7804094 130 YB5;
OsjChr1 7813325 305 YB6;
OsjChr1 7849945 479 YB4;
OsjChr1 7883870 6 YB6;
OsjChr1 7914918 6 YB6;
OsjChr1 7938152 6 YB3;
OsjChr1 796737 30 YB3;
OsjChr1 7974112 228 YB5;
OsjChr1 79853 310 YB4;
OsjChr1 7995169 31 YB1;YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr1 7995993 5 YB3;
OsjChr1 8005379 10 YB2;YB3;YB4;YB5;YB6;YB6;YB7;YB8;
OsjChr1 8005453 72 YB7;
OsjChr1 8019042 46 YB7;
OsjChr1 8020961 456 YB7;
OsjChr1 8021500 156 YB7;
OsjChr1 8033553 4651 YB3;
OsjChr1 8038323 8 YB4;
OsjChr1 8127030 6 YB7;
OsjChr1 8130393 143 YB8;
OsjChr1 8250072 244 YB1;YB3;YB5;YB7;
OsjChr1 82552 40 YB6;
OsjChr1 8304083 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8329957 6 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr1 8348526 9 YB6;YB7;YB7;
OsjChr1 8387998 403 YB8;
OsjChr1 8394750 36 YB7;
OsjChr1 8399277 145 YB1;YB3;YB4;YB7;YB8;
OsjChr1 8399411 11 YB6;
OsjChr1 8426632 6 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr1 8434383 8 YB3;
OsjChr1 8434484 9 YB5;YB8;
OsjChr1 8434502 18 YB5;YB8;
OsjChr1 8446425 116 YB2;
OsjChr1 8446425 117 YB5;
OsjChr1 8446426 115 YB4;
OsjChr1 8455506 486 YB7;
OsjChr1 8469117 12 YB7;YB8;
OsjChr1 8473079 96 YB1;
OsjChr1 8483857 30 YB2;YB5;
OsjChr1 8483863 12 YB6;YB7;
OsjChr1 8499411 58 YB4;
OsjChr1 8499413 56 YB3;
OsjChr1 8499419 50 YB2;
OsjChr1 8519692 14 YB1;
OsjChr1 8522294 54 YB4;
OsjChr1 8522303 62 YB3;
OsjChr1 8522356 36 YB4;
OsjChr1 8522356 90 YB2;
OsjChr1 8522422 24 YB4;YB6;YB8;
OsjChr1 8524423 381 YB3;
OsjChr1 8550014 5 YB7;
OsjChr1 8553117 17 YB1;YB3;
OsjChr1 8557768 28 YB3;
OsjChr1 8603586 6 YB3;
OsjChr1 8604104 191 YB3;YB4;
OsjChr1 8664299 50 YB1;
OsjChr1 8673646 1160 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8673980 18 YB4;YB6;
OsjChr1 869825 51 YB3;
OsjChr1 8708452 55 YB3;
OsjChr1 8709247 6 YB4;
OsjChr1 8710907 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8746017 104 YB7;
OsjChr1 8750576 22 YB6;YB8;
OsjChr1 8755883 152 YB4;YB5;
OsjChr1 8755925 152 YB6;
OsjChr1 8764540 12 YB8;
OsjChr1 8773860 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8800706 485 YB5;
OsjChr1 8800722 44 YB2;YB4;
OsjChr1 8801144 31 YB2;YB3;YB4;YB7;YB8;
OsjChr1 8817397 4632 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8821015 12 YB3;YB5;YB7;
OsjChr1 8824688 486 YB7;
OsjChr1 8826329 367 YB3;
OsjChr1 8828016 5 YB4;
OsjChr1 8832864 12 YB3;YB5;YB7;
OsjChr1 8840103 35 YB4;
OsjChr1 8840161 103 YB4;
OsjChr1 8840274 20 YB4;
OsjChr1 8840314 134 YB4;
OsjChr1 8851424 114 YB8;
OsjChr1 8854211 17 YB3;
OsjChr1 8859074 109 YB7;
OsjChr1 8876482 34 YB2;
OsjChr1 8876507 34 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8883279 19 YB2;YB3;YB4;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8897028 450 YB3;
OsjChr1 8897028 451 YB7;
OsjChr1 8901652 42 YB6;
OsjChr1 8917009 50 YB4;
OsjChr1 8917011 48 YB3;YB5;
OsjChr1 8917025 34 YB7;
OsjChr1 8920536 56 YB2;
OsjChr1 8925121 12 YB2;YB6;
OsjChr1 8930043 62 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr1 8930997 5 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8931015 31 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8938757 51 YB8;
OsjChr1 8938816 468 YB4;
OsjChr1 8957099 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 8959270 5 YB3;
OsjChr1 8972098 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9006630 6 YB2;YB3;
OsjChr1 9013234 269 YB3;
OsjChr1 901463 146 YB7;
OsjChr1 9029150 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9029247 28 YB3;YB4;
OsjChr1 9038135 245 YB4;
OsjChr1 9038704 406 YB7;
OsjChr1 9050607 23 YB7;
OsjChr1 9055507 18 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr1 9056534 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9056789 56 YB6;
OsjChr1 9056859 88 YB7;
OsjChr1 9056875 21 YB6;
OsjChr1 90603 370 YB7;
OsjChr1 9062645 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9073620 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9074757 314 YB3;
OsjChr1 9079944 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9105156 35 YB3;
OsjChr1 9106055 80 YB7;YB8;
OsjChr1 9107055 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9113631 155 YB4;
OsjChr1 9171575 224 YB8;
OsjChr1 9172406 216 YB3;YB4;
OsjChr1 9201497 243 YB1;
OsjChr1 9211541 85 YB6;
OsjChr1 9256893 58 YB4;
OsjChr1 9278166 83 YB4;
OsjChr1 928891 47 YB6;
OsjChr1 9291339 89 YB4;
OsjChr1 9294263 24 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9338720 99 YB3;YB4;YB5;YB6;
OsjChr1 9359179 28 YB5;
OsjChr1 9378636 454 YB7;
OsjChr1 9379100 235 YB5;
OsjChr1 9391653 117 YB1;YB6;
OsjChr1 9403874 76 YB5;
OsjChr1 9410694 16 YB2;
OsjChr1 9440206 719 YB1;
OsjChr1 9441258 202 YB5;
OsjChr1 9453473 9 YB7;YB8;
OsjChr1 9458264 7 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr1 9559685 405 YB6;
OsjChr1 9562724 9 YB6;
OsjChr1 9583670 431 YB8;
OsjChr1 9589584 111 YB6;
OsjChr1 9596789 46 YB2;YB5;YB6;
OsjChr1 9596790 37 YB1;
OsjChr1 9600448 27 YB7;
OsjChr1 9606746 6 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr1 9626454 23 YB8;
OsjChr1 9662345 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9665657 11 YB1;
OsjChr1 9665657 15 YB6;YB7;
OsjChr1 9680153 397 YB5;
OsjChr1 9712108 15 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9712201 87 YB2;
OsjChr1 9713057 24 YB6;
OsjChr1 9750395 64 YB1;YB6;YB8;
OsjChr1 9750408 51 YB2;
OsjChr1 9773478 11 YB8;
OsjChr1 9790323 46 YB3;
OsjChr1 9790361 8 YB7;
OsjChr1 9828378 6 YB3;YB7;
OsjChr1 9832372 34 YB8;
OsjChr1 9838147 110 YB2;
OsjChr1 9900746 6 YB7;
OsjChr1 991005 490 YB2;
OsjChr1 9921722 43 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 9947074 97 YB1;YB4;YB8;
OsjChr1 9952318 72 YB4;
OsjChr1 9962863 7 YB8;
OsjChr1 9968835 42 YB3;YB4;
OsjChr2 10015285 10 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr2 10016562 6 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr2 10018127 157 YB2;
OsjChr2 10033347 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 1004999 22 YB4;
OsjChr2 10050771 45 YB5;
OsjChr2 1005112 12 YB4;
OsjChr2 1005389 40 YB4;
OsjChr2 1005640 17 YB4;
OsjChr2 1005714 18 YB4;
OsjChr2 10058301 10 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr2 10066727 243 YB4;
OsjChr2 10067589 191 YB2;YB3;YB4;YB7;YB8;
OsjChr2 10068058 8 YB5;YB8;
OsjChr2 10073465 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10088839 378 YB8;
OsjChr2 10092722 264 YB5;
OsjChr2 10092734 276 YB4;YB6;
OsjChr2 10092746 6 YB5;
OsjChr2 10098045 38 YB2;YB3;YB4;YB6;YB7;
OsjChr2 10098165 26 YB3;
OsjChr2 10109740 250 YB2;
OsjChr2 10134728 41 YB3;
OsjChr2 10150502 386 YB7;
OsjChr2 10183849 377 YB4;
OsjChr2 10184008 218 YB5;
OsjChr2 10185620 12 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10193296 472 YB8;
OsjChr2 10195723 15 YB4;YB5;
OsjChr2 10198982 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10207321 246 YB3;
OsjChr2 10217740 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10235660 20 YB7;
OsjChr2 10235664 16 YB2;YB4;YB8;
OsjChr2 10236309 36 YB2;YB8;
OsjChr2 10283574 164 YB7;
OsjChr2 10283574 6 YB1;
OsjChr2 10320516 5 YB7;
OsjChr2 10336179 38 YB8;
OsjChr2 10344801 201 YB8;
OsjChr2 10345155 321 YB8;
OsjChr2 10345323 354 YB4;
OsjChr2 10345524 273 YB2;
OsjChr2 10379657 24 YB6;
OsjChr2 10404618 10 YB5;YB8;
OsjChr2 10460830 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10463374 45 YB7;
OsjChr2 10498390 6 YB8;
OsjChr2 10501229 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10512510 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10523740 46 YB4;
OsjChr2 10524963 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 10541177 7 YB2;YB4;YB5;YB6;YB7;
OsjChr2 10542283 26 YB4;YB6;
OsjChr2 10608974 8 YB1;
OsjChr2 10609049 197 YB6;
OsjChr2 10672260 117 YB2;
OsjChr2 10703879 23 YB1;
OsjChr2 10711404 56 YB3;
OsjChr2 10739834 22 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr2 1075141 204 YB5;
OsjChr2 10753732 28 YB2;
OsjChr2 10766290 287 YB7;
OsjChr2 10813026 68 YB4;YB8;
OsjChr2 1084082 291 YB5;
OsjChr2 1084307 66 YB3;
OsjChr2 10923629 114 YB5;YB8;
OsjChr2 10923629 12 YB3;YB7;
